state,county,less_than_high_school_diploma_2015-19,high_school_diploma_only_2015-19,some_college_or_associate_ degree_2015-19,bachelor_degree_or_higher_2015-19
NC,Stokes ,5450,13443,9978,4754
NC,Surry ,10449,14725,16575,9186
NC,Swain ,1983,2994,3036,1780
NC,Transylvania ,2811,6858,7600,8368
NC,Tyrrell ,805,1129,835,328
NC,Union ,15286,36207,43712,52171
NC,Vance ,5891,11136,8572,4463
NC,Wake ,49941,107848,179118,376153
NC,Warren ,2680,5333,4237,2300
NC,Washington ,1333,3059,2842,941
NC,Watauga ,2927,6584,8832,13409
NC,Wayne ,12724,25058,28725,15628
NC,Wilkes ,9795,15647,16062,7796
NC,Wilson ,10950,17460,16191,10903
NC,Yadkin ,4726,9053,9860,3117
NC,Yancey ,2046,4386,4095,2678
ND,North Dakota,36394,130842,179075,148757
ND,Adams ,90,564,568,420
ND,Barnes ,589,2409,2398,2249
ND,Benson ,536,1153,1591,632
ND,Billings ,74,233,213,186
ND,Bottineau ,376,1260,1813,1090
ND,Bowman ,233,738,643,516
ND,Burke ,111,416,630,341
ND,Burleigh ,3656,14514,22910,22873
ND,Cass ,5793,22448,38654,44952
ND,Cavalier ,221,856,1112,529
ND,Dickey ,288,925,1156,956
ND,Divide ,115,587,705,320
ND,Dunn ,273,1027,1102,649
ND,Eddy ,175,485,563,435
ND,Emmons ,311,861,827,444
ND,Foster ,224,603,873,620
ND,Golden Valley ,92,326,524,346
ND,Grand Forks ,2030,9184,15456,14729
ND,Grant ,173,630,627,315
ND,Griggs ,188,586,528,452
ND,Hettinger ,247,646,769,248
ND,Kidder ,163,602,700,315
ND,LaMoure ,408,854,964,726
ND,Logan ,166,458,485,271
ND,McHenry ,382,1391,1479,886
ND,McIntosh ,363,660,664,312
ND,McKenzie ,737,2263,2913,2053
ND,McLean ,525,2346,2631,1448
ND,Mercer ,515,1616,2555,1300
ND,Morton ,1775,6435,7809,5883
ND,Mountrail ,502,2223,2500,1341
ND,Nelson ,179,637,822,545
ND,Oliver ,112,396,507,271
ND,Pembina ,530,1615,1884,1047
ND,Pierce ,198,1047,1105,623
ND,Ramsey ,637,2265,2895,2078
ND,Ransom ,344,1352,1393,730
ND,Renville ,79,573,692,338
ND,Richland ,978,2856,4470,2247
ND,Rolette ,1034,2142,3499,1626
ND,Sargent ,228,1023,1043,520
ND,Sheridan ,136,408,386,159
ND,Sioux ,384,762,853,353
ND,Slope ,54,155,194,141
ND,Stark ,1937,6524,7310,4565
ND,Steele ,47,322,511,394
ND,Stutsman ,1331,4938,4876,3455
ND,Towner ,139,548,657,275
ND,Traill ,357,1414,2096,1575
ND,Walsh ,1112,2506,2676,1307
ND,Ward ,2740,13049,15001,12756
ND,Wells ,380,963,934,649
ND,Williams ,2127,6048,8909,5266
OH,Ohio,767378,2634997,2318076,2255326
OH,Adams ,3764,8453,4268,2502
OH,Allen ,6705,26855,22494,13091
OH,Ashland ,4090,14759,9205,7433
OH,Ashtabula ,9592,30576,18645,9795
OH,Athens ,3691,12994,9132,11167
OH,Auglaize ,2275,13482,9403,5852
OH,Belmont ,4950,21329,15648,8385
OH,Brown ,3687,13851,8315,4530
OH,Butler ,22809,80103,66907,73608
OH,Carroll ,2072,9767,5204,2608
OH,Champaign ,2373,12404,7756,4319
OH,Clark ,10393,34897,29607,17235
OH,Clermont ,13727,45549,41164,40289
OH,Clinton ,3286,11032,8539,5333
OH,Columbiana ,8518,33218,21499,11040
OH,Coshocton ,3678,11993,6328,3334
OH,Crawford ,2898,13790,8529,4235
OH,Cuyahoga ,89084,242977,258465,284708
OH,Darke ,3227,16523,9938,5566
OH,Defiance ,2291,10918,8045,4650
OH,Delaware ,4754,24084,31343,71553
OH,Erie ,4414,19980,16827,12418
OH,Fairfield ,7669,35512,32370,28745
OH,Fayette ,2810,9011,4609,3191
OH,Franklin ,76076,211911,228536,345062
OH,Fulton ,2494,11977,9164,5063
OH,Gallia ,3311,8514,5564,3286
OH,Geauga ,6296,16261,17344,24464
OH,Greene ,6959,27461,33782,43981
OH,Guernsey ,3955,11678,7719,3992
OH,Hamilton ,47402,144418,149234,208326
OH,Hancock ,3908,18688,15294,14056
OH,Hardin ,2020,9208,4839,3109
OH,Harrison ,1447,5254,3000,1269
OH,Henry ,1225,8352,5986,3223
OH,Highland ,4376,13322,7714,3947
OH,Hocking ,2181,9102,5815,2880
OH,Holmes ,11048,8443,3682,2476
OH,Huron ,4521,18184,11012,5679
OH,Jackson ,3667,9338,5982,3210
OH,Jefferson ,4240,21169,14393,7481
OH,Knox ,3524,16081,11530,9280
OH,Lake ,12724,52666,54780,45339
OH,Lawrence ,5293,18636,12178,6297
OH,Licking ,9968,40297,36581,30601
OH,Logan ,2309,15105,8622,5149
OH,Lorain ,21937,65829,71870,52877
OH,Lucas ,31364,86830,97374,76827
OH,Madison ,4125,13160,8839,5527
OH,Mahoning ,14875,61634,47614,39614
OH,Marion ,5602,20601,14298,5807
OH,Medina ,6142,38487,37497,42166
OH,Meigs ,2707,6907,4736,2166
OH,Mercer ,2123,12233,7706,4943
OH,Miami ,6449,26735,22859,17017
OH,Monroe ,1098,5236,2511,1264
OH,Montgomery ,36126,101192,125596,101639
OH,Morgan ,1536,4593,3268,1066
OH,Morrow ,2977,10627,7236,3347
OH,Muskingum ,7177,24388,17653,9437
OH,Noble ,1694,5300,2979,1097
OH,Ottawa ,2525,10682,10172,7008
OH,Paulding ,1234,6216,3494,2030
OH,Perry ,3127,11707,6833,3005
OH,Pickaway ,5162,17146,10532,7411
OH,Pike ,3841,7795,5313,2452
OH,Portage ,8024,38519,28228,30540
OH,Preble ,2764,12640,8709,4689
OH,Putnam ,1637,9324,6897,4723
OH,Richland ,11062,33313,24765,15509
OH,Ross ,6759,23422,15735,8598
OH,Sandusky ,3950,17378,13068,6601
OH,Scioto ,7993,21764,14782,8298
OH,Seneca ,3083,16836,11040,6261
OH,Shelby ,3157,13363,9779,6053
OH,Stark ,21769,99295,79469,59233
OH,Summit ,31386,114876,110574,123423
OH,Trumbull ,15208,63859,37464,26841
OH,Tuscarawas ,8993,28618,15319,11113
OH,Union ,2510,12243,9889,13579
OH,Van Wert ,1691,8592,5901,3221
OH,Vinton ,1769,3996,2216,1169
OH,Warren ,9494,39740,38694,66311
OH,Washington ,4070,17433,13638,8152
OH,Wayne ,10290,29775,19324,16948
OH,Williams ,2423,10851,8440,3907
OH,Wood ,4589,24781,24359,27089
OH,Wyandot ,1235,6959,4415,2611
OK,Oklahoma,310453,812102,808024,661509
OK,Adair ,2755,6666,3231,1665
OK,Alfalfa ,649,1638,1130,954
OK,Atoka ,1618,3881,2699,1443
OK,Beaver ,576,1241,1029,708
OK,Beckham ,2145,5348,4797,2482
OK,Blaine ,1215,2524,2125,1161
OK,Bryan ,4227,10174,9873,6791
OK,Caddo ,2848,8107,5624,3011
OK,Canadian ,7994,27718,31783,25471
OK,Carter ,3859,11844,9924,6613
OK,Cherokee ,4102,9536,8791,8006
OK,Choctaw ,1808,3889,3091,1357
OK,Cimarron ,264,562,378,355
OK,Cleveland ,14531,43903,59952,59491
OK,Coal ,649,1558,887,649
OK,Comanche ,7704,25348,27117,17160
OK,Cotton ,615,1660,1149,545
OK,Craig ,1335,3992,3286,1482
OK,Creek ,6147,19474,14800,8250
OK,Custer ,2095,5284,5386,4207
OK,Delaware ,4631,10961,9512,5550
OK,Dewey ,200,1337,912,775
OK,Ellis ,399,970,879,566
OK,Garfield ,4909,14671,11684,9290
OK,Garvin ,2554,8389,4957,2751
OK,Grady ,3704,14993,11132,7407
OK,Grant ,280,1109,874,739
OK,Greer ,679,1535,1476,517
OK,Harmon ,385,477,643,393
OK,Harper ,467,848,752,495
OK,Haskell ,1323,3243,2703,1401
OK,Hughes ,1657,3747,2688,1198
OK,Jackson ,2396,4328,5594,3747
OK,Jefferson ,710,1750,1141,621
OK,Johnston ,1043,2600,2310,1498
OK,Kay ,3881,9567,10474,5579
OK,Kingfisher ,1193,3897,2807,2276
OK,Kiowa ,943,2297,1866,1063
OK,Latimer ,862,2589,2380,1208
OK,Le Flore ,5557,13870,9405,4948
OK,Lincoln ,3030,9703,7347,3679
OK,Logan ,3033,9988,9222,8529
OK,Love ,1186,2798,1837,911
OK,McClain ,2584,8580,8438,6531
OK,McCurtain ,3731,9406,5789,2940
OK,McIntosh ,2045,6160,4225,2004
OK,Major ,592,2007,1560,1038
OK,Marshall ,2375,4037,3242,1683
OK,Mayes ,3769,11038,9155,4006
OK,Murray ,1528,3683,2793,1688
OK,Muskogee ,6731,15717,13878,9309
OK,Noble ,735,3209,1992,1791
OK,Nowata ,794,3163,2399,827
OK,Okfuskee ,1694,3279,2343,964
OK,Oklahoma ,64784,131920,152823,164395
OK,Okmulgee ,3536,9258,9327,3628
OK,Osage ,3896,12649,10645,5975
OK,Ottawa ,3010,7444,7068,2977
OK,Pawnee ,1268,4988,3150,1876
OK,Payne ,3444,12078,12023,16465
OK,Pittsburg ,4043,11861,10141,5002
OK,Pontotoc ,2678,8180,7010,7029
OK,Pottawatomie ,5720,17475,15891,8740
OK,Pushmataha ,1324,3341,2081,1123
OK,Roger Mills ,286,900,888,401
OK,Rogers ,4913,19774,21614,15317
OK,Seminole ,2573,5565,5892,2343
OK,Sequoyah ,5316,10976,8023,4089
OK,Stephens ,3832,12759,8528,5103
OK,Texas ,3501,3250,3091,2800
OK,Tillman ,1130,1678,1345,866
OK,Tulsa ,45008,107747,136949,135181
OK,Wagoner ,5036,17618,18503,12431
OK,Washington ,3409,12053,9906,10099
OK,Washita ,750,3128,2096,1569
OK,Woods ,574,1679,1659,1702
OK,Woodward ,1686,5488,3910,2675
OR,Oregon,269250,659085,994695,975920
OR,Baker ,1080,3723,4329,2842
OR,Benton ,2263,7337,15783,29976
OR,Clackamas ,19240,61576,100791,108614
OR,Clatsop ,2259,7600,11672,6944
OR,Columbia ,3192,12441,14335,6788
OR,Coos ,5316,14369,19443,8451
OR,Crook ,1711,5706,6325,3382
OR,Curry ,1777,5010,7016,4501
OR,Deschutes ,8562,29577,49483,47993
OR,Douglas ,8394,26031,32218,13926
OR,Gilliam ,143,435,598,248
OR,Grant ,620,1990,1874,1048
OR,Harney ,448,1947,1948,980
OR,Hood River ,2942,3442,4342,5038
OR,Jackson ,15385,40404,56078,43162
OR,Jefferson ,2100,4972,5989,3136
OR,Josephine ,6151,19761,26755,11135
OR,Klamath ,5593,14532,17417,9396
OR,Lake ,796,2031,2099,967
OR,Lane ,20772,59472,98036,78093
OR,Lincoln ,3203,10223,14710,9335
OR,Linn ,9145,25202,35757,16746
OR,Malheur ,3733,6207,7118,2707
OR,Marion ,33022,59570,78609,52627
OR,Morrow ,1739,2374,2415,646
OR,Multnomah ,50082,99565,168325,269318
OR,Polk ,4853,12577,19473,16550
OR,Sherman ,134,399,502,216
OR,Tillamook ,2056,5666,7711,4306
OR,Umatilla ,8897,14401,18561,8685
OR,Union ,1279,5645,6314,4301
OR,Wallowa ,378,1569,2088,1451
OR,Wasco ,2492,5320,6905,3582
OR,Washington ,31602,70243,122815,179725
OR,Wheeler ,92,407,434,163
OR,Yamhill ,7799,17361,26427,18942
PA,Pennsylvania,848910,3106571,2184466,2814285
PA,Adams ,8041,28744,19188,16049
PA,Allegheny ,47938,238315,229318,367979
PA,Armstrong ,4710,23798,11956,8136
PA,Beaver ,8396,44646,38302,29978
PA,Bedford ,4256,18111,7733,5199
PA,Berks ,37796,104002,71165,70615
PA,Blair ,7601,39852,22209,18826
PA,Bradford ,4260,20252,10487,8060
PA,Bucks ,27338,126009,109404,184764
PA,Butler ,6783,43502,34851,47824
PA,Cambria ,7654,43187,24233,20102
PA,Cameron ,331,1714,1018,485
PA,Carbon ,4985,21362,12331,8429
PA,Centre ,5645,29079,19231,44957
PA,Chester ,22448,73586,70062,187213
PA,Clarion ,2614,12289,5690,5845
PA,Clearfield ,7557,29255,13397,8912
PA,Clinton ,2709,11558,6171,4937
PA,Columbia ,4260,18780,10667,10010
PA,Crawford ,6547,27342,13217,12623
PA,Cumberland ,13382,55840,41545,63896
PA,Dauphin ,19506,63426,49252,58893
PA,Delaware ,26530,115782,91411,149601
PA,Elk ,1712,10679,5497,4352
PA,Erie ,16264,72214,46745,52303
PA,Fayette ,11129,46167,22253,16620
PA,Forest ,1021,3442,1046,484
PA,Franklin ,12621,46345,25292,23248
PA,Fulton ,1279,5490,2317,1426
PA,Greene ,3277,12083,6264,4622
PA,Huntingdon ,3451,15986,7601,5703
PA,Indiana ,5578,24004,13220,12759
PA,Jefferson ,3330,15951,6971,4975
PA,Juniata ,2888,8439,3467,2500
PA,Lackawanna ,13370,54911,38537,42164
PA,Lancaster ,54421,128466,81815,99271
PA,Lawrence ,5757,26992,15792,13731
PA,Lebanon ,12309,42216,21550,19834
PA,Lehigh ,27459,81976,65052,74404
PA,Luzerne ,23102,88531,63508,51948
PA,Lycoming ,8003,31314,22381,18814
PA,McKean ,2422,13972,7455,5545
PA,Mercer ,7955,33900,18989,17922
PA,Mifflin ,4873,16802,6904,3869
PA,Monroe ,12070,40932,34790,28742
PA,Montgomery ,32321,136438,124804,285240
PA,Montour ,1253,5337,2512,4208
PA,Northampton ,19343,73098,55342,64261
PA,Northumberland ,8051,33432,14560,11149
PA,Perry ,4111,15503,7653,5447
PA,Philadelphia ,164444,349875,240443,318691
PA,Pike ,2881,14104,13076,11014
PA,Potter ,1456,5704,3101,1864
PA,Schuylkill ,11165,48726,27273,17334
PA,Snyder ,3627,12326,5748,5347
PA,Somerset ,6531,27609,12526,8795
PA,Sullivan ,514,2346,1213,846
PA,Susquehanna ,3090,13656,7975,5653
PA,Tioga ,2793,13216,7570,5564
PA,Union ,4047,11940,6668,7958
PA,Venango ,3729,18243,8908,7118
PA,Warren ,2076,13267,8156,5695
PA,Washington ,10225,55609,38374,44756
PA,Wayne ,4098,16836,10335,8002
PA,Westmoreland ,14630,96195,73815,75789
PA,Wyoming ,1526,9079,5119,3840
PA,York ,31421,122789,79011,77145
RI,Rhode Island,82467,208387,194228,252118
RI,Bristol ,3097,6630,7667,16742
RI,Kent ,9477,33877,37403,40273
RI,Newport ,3660,13445,14500,29260
RI,Providence ,61855,134675,112207,125948
RI,Washington ,4378,19760,22451,39895
SC,South Carolina,430491,1003177,1044024,969279
SC,Abbeville ,3141,5825,5485,2667
SC,Aiken ,14200,38676,33998,31189
SC,Allendale ,1282,2910,1569,585
SC,Anderson ,20043,42462,43334,30255
SC,Bamberg ,1889,3127,2791,1806
SC,Barnwell ,2883,5048,4550,1790
SC,Beaufort ,9672,29735,39218,54999
SC,Berkeley ,15217,42093,49928,35717
SC,Calhoun ,1489,3899,3244,2144
SC,Charleston ,23789,64967,72405,124598
SC,Cherokee ,7606,13387,12112,5465
SC,Chester ,4026,8844,6615,3012
SC,Chesterfield ,7450,13189,7964,3303
SC,Clarendon ,5221,8861,6520,3658
SC,Colleton ,3510,11886,6947,3810
SC,Darlington ,8136,16215,13276,8510
SC,Dillon ,5015,7919,5110,2258
SC,Dorchester ,10950,29048,36333,29978
SC,Edgefield ,3358,7221,5815,3278
SC,Fairfield ,2238,6712,4562,2752
SC,Florence ,14047,30750,26650,22093
SC,Georgetown ,5900,13231,14286,12553
SC,Greenville ,41290,81854,100591,120854
SC,Greenwood ,7044,14530,14309,11707
SC,Hampton ,2614,5852,3658,1633
SC,Horry ,25543,80080,82576,58286
SC,Jasper ,3673,7569,5349,3589
SC,Kershaw ,5474,16438,13940,9153
SC,Lancaster ,9301,19753,19209,17730
SC,Laurens ,8772,15582,14227,7453
SC,Lee ,2254,5062,2950,1937
SC,Lexington ,20798,56402,62247,60822
SC,McCormick ,1304,2660,2279,1608
SC,Marion ,4559,9092,5067,2920
SC,Marlboro ,4359,8064,4986,1699
SC,Newberry ,4683,9372,7312,4668
SC,Oconee ,8492,16303,16862,14469
SC,Orangeburg ,8318,18496,20609,11777
SC,Pickens ,11462,22715,23659,20289
SC,Richland ,22030,58037,77251,100940
SC,Saluda ,3115,5021,3748,2399
SC,Spartanburg ,29716,60882,66221,50943
SC,Sumter ,10188,21610,24794,13531
SC,Union ,3662,7804,5847,2216
SC,Williamsburg ,4336,9095,5726,2684
SC,York ,16442,44899,57895,59552
SD,South Dakota,47241,173079,186993,165080
SD,Aurora ,234,605,579,388
SD,Beadle ,1897,4116,3614,2485
SD,Bennett ,369,623,598,297
SD,Bon Homme ,635,1865,1622,921
SD,Brookings ,917,4662,5451,7457
SD,Brown ,1802,8118,8225,7563
SD,Brule ,397,1123,1086,968
SD,Buffalo ,226,409,310,88
SD,Butte ,622,2927,2058,1332
SD,Campbell ,111,395,295,312
SD,Charles Mix ,658,2189,1829,1068
SD,Clark ,218,1042,741,471
SD,Clay ,350,1447,1683,3473
SD,Codington ,1618,6946,6392,4095
SD,Corson ,373,774,747,411
SD,Custer ,441,2412,2425,1623
SD,Davison ,1066,4209,4676,3586
SD,Day ,410,1442,1211,842
SD,Deuel ,269,1113,964,668
SD,Dewey ,454,1115,1020,514
SD,Douglas ,234,716,767,316
SD,Edmunds ,183,918,860,698
SD,Fall River ,292,1825,1992,1096
SD,Faulk ,111,576,533,449
SD,Grant ,462,1901,1524,1088
SD,Gregory ,313,1052,992,595
SD,Haakon ,83,606,465,214
SD,Hamlin ,300,1560,1038,770
SD,Hand ,139,753,885,504
SD,Hanson ,162,773,756,383
SD,Harding ,84,287,298,235
SD,Hughes ,948,3337,3698,4234
SD,Hutchinson ,612,1660,1464,1258
SD,Hyde ,74,365,316,245
SD,Jackson ,339,646,600,343
SD,Jerauld ,159,571,435,339
SD,Jones ,29,263,167,159
SD,Kingsbury ,325,1371,1057,756
SD,Lake ,799,2778,2274,2897
SD,Lawrence ,1151,5240,5127,6196
SD,Lincoln ,1893,8384,12525,13713
SD,Lyman ,244,871,765,480
SD,McCook ,412,1275,1075,879
SD,McPherson ,285,538,508,287
SD,Marshall ,259,1016,1214,790
SD,Meade ,1027,5238,7034,4971
SD,Mellette ,234,510,377,153
SD,Miner ,153,584,491,278
SD,Minnehaha ,9352,32667,40955,40984
SD,Moody ,422,1486,1556,939
SD,Oglala Lakota ,1900,2019,2594,758
SD,Pennington ,4892,20819,26087,23786
SD,Perkins ,156,740,743,418
SD,Potter ,120,602,567,369
SD,Roberts ,681,2324,2412,1136
SD,Sanborn ,110,665,524,358
SD,Spink ,395,1654,1429,971
SD,Stanley ,111,661,696,694
SD,Sully ,40,310,339,230
SD,Todd ,991,1563,1601,768
SD,Tripp ,356,1602,1073,869
SD,Turner ,464,1951,2004,1376
SD,Union ,780,3118,3443,3239
SD,Walworth ,385,1460,1040,954
SD,Yankton ,1452,5613,4732,4073
SD,Ziebach ,261,679,435,270
TN,Tennessee,575128,1472003,1286117,1254145
TN,Anderson ,7061,17839,16728,12637
TN,Bedford ,5741,13277,7686,5333
TN,Benton ,2083,5479,2792,1448
TN,Bledsoe ,2691,4392,2623,1326
TN,Blount ,10115,32185,28213,22482
TN,Bradley ,10570,23144,22231,16081
TN,Campbell ,6516,11652,6951,3546
TN,Cannon ,1568,4620,2349,1602
TN,Carroll ,3062,8137,4611,3476
TN,Carter ,6917,16196,11502,7354
TN,Cheatham ,3674,10484,8143,5930
TN,Chester ,1642,4342,3337,1770
TN,Claiborne ,4517,8629,5915,3661
TN,Clay ,1100,2581,1130,777
TN,Cocke ,5137,12073,5584,2980
TN,Coffee ,5473,14478,9960,7699
TN,Crockett ,1848,3980,2637,1360
TN,Cumberland ,6383,16921,13335,8299
TN,Davidson ,51843,104775,119927,197817
TN,Decatur ,1179,3542,2439,1219
TN,DeKalb ,2803,5774,3183,2360
TN,Dickson ,5934,15227,9348,5890
TN,Dyer ,4114,9910,7376,4109
TN,Fayette ,4071,9478,9416,6550
TN,Fentress ,2216,5678,3048,2081
TN,Franklin ,3569,11426,7609,5950
TN,Gibson ,4910,13074,9281,6153
TN,Giles ,2948,8940,5421,3424
TN,Grainger ,3553,7126,4181,1774
TN,Greene ,7597,20656,13178,8324
TN,Grundy ,2412,3829,1927,1240
TN,Hamblen ,8208,16947,11366,7377
TN,Hamilton ,26708,68323,77151,81692
TN,Hancock ,1084,2001,1125,533
TN,Hardeman ,3709,8523,3950,2039
TN,Hardin ,3428,7816,4531,2785
TN,Hawkins ,6395,17506,11436,5613
TN,Haywood ,2197,5735,2918,1346
TN,Henderson ,3358,8226,5070,2795
TN,Henry ,3285,10658,5579,3858
TN,Hickman ,3745,7739,4075,1904
TN,Houston ,1311,2711,984,748
TN,Humphreys ,1967,6316,2897,1861
TN,Jackson ,1899,3878,1961,961
TN,Jefferson ,5570,14851,11208,6365
TN,Johnson ,2729,5607,3595,1563
TN,Knox ,25548,77939,88793,116086
TN,Lake ,1526,2433,1150,529
TN,Lauderdale ,4069,8064,4154,1465
TN,Lawrence ,4850,12938,7231,4175
TN,Lewis ,1326,3600,2663,882
TN,Lincoln ,3926,9639,5838,4372
TN,Loudon ,5290,12394,10481,10126
TN,McMinn ,5821,15142,10470,6081
TN,McNairy ,3161,8262,4465,2297
TN,Macon ,3160,7321,3893,1658
TN,Madison ,7248,22960,18181,16678
TN,Marion ,3759,7867,6120,2602
TN,Marshall ,3314,9408,6671,3334
TN,Maury ,6262,22713,19964,14656
TN,Meigs ,1424,3999,2523,862
TN,Monroe ,5720,13530,8945,4373
TN,Montgomery ,8766,35273,44582,35272
TN,Moore ,649,1832,1068,1041
TN,Morgan ,3074,7546,3488,1462
TN,Obion ,3507,9526,4983,3261
TN,Overton ,3003,7242,3281,1985
TN,Perry ,1401,2144,1388,638
TN,Pickett ,996,1487,1039,366
TN,Polk ,2161,4847,3823,1457
TN,Putnam ,6727,18315,11817,13251
TN,Rhea ,4250,8137,5979,3745
TN,Roane ,4343,14192,12874,7735
TN,Robertson ,6142,18221,14099,9388
TN,Rutherford ,16308,55158,62933,63938
TN,Scott ,3025,6627,3933,1376
TN,Sequatchie ,1978,4197,2939,1619
TN,Sevier ,10436,25899,21095,12129
TN,Shelby ,70992,168598,179360,193651
TN,Smith ,2008,6340,3313,1965
TN,Stewart ,1231,4310,2573,1499
TN,Sullivan ,14702,39723,33023,27030
TN,Sumner ,12890,38859,38641,35287
TN,Tipton ,5015,15456,13526,7095
TN,Trousdale ,1120,2762,2321,993
TN,Unicoi ,2011,5280,4118,1981
TN,Union ,3162,6201,3100,1370
TN,Van Buren ,900,2173,876,332
TN,Warren ,5725,12081,6027,4057
TN,Washington ,9839,25359,24584,27842
TN,Wayne ,2446,5759,2944,1202
TN,Weakley ,3194,8367,5297,4634
TN,White ,3160,8582,4737,2311
TN,Williamson ,6828,19402,32549,87566
TN,Wilson ,7895,27218,28358,30399
TX,Texas,2957959,4525099,5227820,5420676
TX,Anderson ,7851,16361,13397,4464
TX,Andrews ,2969,3739,2686,1306
TX,Angelina ,10350,18078,19153,9694
TX,Aransas ,2779,5580,5608,3911
TX,Archer ,593,2175,1902,1467
TX,Armstrong ,184,314,583,319
TX,Atascosa ,7205,12168,7525,4533
TX,Austin ,3246,5899,6251,4839
TX,Bailey ,985,1499,1050,735
TX,Bandera ,1807,5463,5777,3857
TX,Bastrop ,10040,16876,17145,11485
TX,Baylor ,368,886,701,579
TX,Bee ,5406,7530,7107,1966
TX,Bell ,18969,55003,84347,53200
TX,Bexar ,197394,316364,384219,349451
TX,Blanco ,855,2625,2880,2290
TX,Borden ,22,84,147,165
TX,Bosque ,1767,4488,4256,2595
TX,Bowie ,7114,22005,21088,13041
TX,Brazoria ,28407,60073,76226,70694
TX,Brazos ,15194,22776,31170,49439
TX,Brewster ,977,1453,1658,2722
TX,Briscoe ,146,382,313,207
TX,Brooks ,1262,1000,1150,635
TX,Brown ,3332,9460,8283,4991
TX,Burleson ,2208,4844,3389,2181
TX,Burnet ,3806,10048,10496,8287
TX,Caldwell ,5941,10336,7027,3995
TX,Calhoun ,2974,4750,4613,2043
TX,Callahan ,1161,3518,3090,2070
TX,Cameron ,79284,65120,59780,42787
TX,Camp ,1082,2983,2747,1636
TX,Carson ,274,1317,1356,1171
TX,Cass ,2965,9115,5537,3444
TX,Castro ,1205,1501,1228,727
TX,Chambers ,2994,7039,10143,5941
TX,Cherokee ,7127,10374,10641,5835
TX,Childress ,933,1805,1495,945
TX,Clay ,715,2792,2436,1615
TX,Cochran ,608,578,544,151
TX,Coke ,407,853,796,446
TX,Coleman ,829,2254,2094,970
TX,Collin ,39451,95753,168971,334153
TX,Collingsworth ,514,510,544,398
TX,Colorado ,2424,4925,3981,3008
TX,Comal ,7291,24695,30385,36365
TX,Comanche ,1481,3344,2801,1945
TX,Concho ,844,808,632,342
TX,Cooke ,3766,8507,9113,5639
TX,Coryell ,5749,13422,20924,7681
TX,Cottle ,254,287,347,179
TX,Crane ,595,951,929,427
TX,Crockett ,544,794,700,332
TX,Crosby ,899,1344,1011,493
TX,Culberson ,480,499,300,146
TX,Dallam ,1337,1264,1198,712
TX,Dallas ,344888,377558,421593,525525
TX,Dawson ,2432,2610,1891,1151
TX,Deaf Smith ,2877,4022,2782,1318
TX,Delta ,441,1153,1104,905
TX,Denton ,41035,97623,161882,246869
TX,DeWitt ,2768,5625,4181,1811
TX,Dickens ,255,587,494,303
TX,Dimmit ,2173,2343,1075,877
TX,Donley ,248,747,807,392
TX,Duval ,2230,2176,2049,639
TX,Eastland ,1945,3945,4598,1997
TX,Ector ,22947,28933,28853,14687
TX,Edwards ,409,332,458,266
TX,Ellis ,15428,30952,38164,27193
TX,El Paso ,109968,121083,160567,119062
TX,Erath ,2844,6379,7385,7625
TX,Falls ,2819,4694,3177,1519
TX,Fannin ,3530,8551,7970,4224
TX,Fayette ,2541,7142,4987,3597
TX,Fisher ,371,930,877,499
TX,Floyd ,974,1043,1153,600
TX,Foard ,170,300,315,152
TX,Fort Bend ,46011,87576,130047,226577
TX,Franklin ,631,2037,2683,1938
TX,Freestone ,2421,4616,4752,2126
TX,Frio ,4213,4252,3077,907
TX,Gaines ,4322,3376,2326,1295
TX,Galveston ,24521,55542,73667,69437
TX,Garza ,1733,1289,861,626
TX,Gillespie ,2134,5779,5185,6229
TX,Glasscock ,271,166,209,241
TX,Goliad ,904,1407,2086,918
TX,Gonzales ,3117,5893,2618,1748
TX,Gray ,2932,4841,4963,2058
TX,Grayson ,9954,26567,33742,18048
TX,Gregg ,12711,22480,27622,17008
TX,Grimes ,3717,6685,5765,3019
TX,Guadalupe ,11792,31836,31410,29451
TX,Hale ,4888,7253,5165,3578
TX,Hall ,424,623,702,331
TX,Hamilton ,946,2121,1527,1329
TX,Hansford ,1087,899,876,511
TX,Hardeman ,584,904,899,378
TX,Hardin ,4607,14616,12611,6446
TX,Harris ,550911,693463,787414,932169
TX,Harrison ,6470,14899,14138,8374
TX,Hartley ,745,1604,1162,762
TX,Haskell ,1191,1405,936,476
TX,Hays ,12697,29833,37705,47623
TX,Hemphill ,435,765,713,515
TX,Henderson ,9441,19697,18177,9926
TX,Hidalgo ,164284,112550,112774,89652
TX,Hill ,4027,8512,7637,4239
TX,Hockley ,3424,3848,4843,2277
TX,Hood ,4445,12630,13886,11109
TX,Hopkins ,3695,8734,7151,4917
TX,Houston ,3127,6023,4960,2535
TX,Howard ,4942,8317,8315,3117
TX,Hudspeth ,1306,898,418,314
TX,Hunt ,9604,21111,19005,12356
TX,Hutchinson ,1963,4814,5241,1959
TX,Irion ,71,391,421,156
TX,Jack ,1089,2427,1733,817
TX,Jackson ,1732,3070,3428,1632
TX,Jasper ,3608,10744,6580,3106
TX,Jeff Davis ,359,342,479,518
TX,Jefferson ,26703,53941,55174,33216
TX,Jim Hogg ,774,1142,713,408
TX,Jim Wells ,6462,9403,6704,3131
TX,Johnson ,15612,39142,33919,20431
TX,Jones ,3184,5675,4127,1724
TX,Karnes ,2594,3945,2514,1640
